"edge_id","country","source_actor_id","source_actor_name","source_role","target_actor_id","target_actor_name","target_role","mechanism_id","mechanism_name","mechanism_category","relationship_type","process_stage","edge_confidence","legal_anchor_type","anchor_strength","anchor_category","derivation_method","manual_review_required","notes"
"CRC-EDGE-0701","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0702","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0703","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","reviews","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0704","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","mandates","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0705","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0706","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0707","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0708","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0709","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0710","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0711","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0712","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","oversees","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0713","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","reviews","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0714","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0715","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0716","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0717","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0718","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0719","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-RIGHT_TO_STA","right_to_stand_for_election","candidacy","coordinates_with","nomination_or_candidacy","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0720","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","supervises","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0721","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","supervises","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0722","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0723","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","regulates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0724","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","administers","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0725","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","mandates","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0726","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0727","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0728","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","oversees","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0729","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0730","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0731","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0732","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0733","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0734","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","mandates","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0735","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0736","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","oversees","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0737","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0738","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0739","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0740","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","mandates","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0741","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0742","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","oversees","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0743","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0744","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0745","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0746","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0747","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0748","Costa Rica","CRC-ACT-006","Partidos Políticos","political_actor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0749","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0750","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0751","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0752","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0753","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0754","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0755","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0756","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0757","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0758","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-CONSTITUTION","constitutional_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","constitutional","5","constitutional","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0759","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","supervises","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0760","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","regulates","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0761","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","mandates","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0762","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","administers","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0763","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0764","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0765","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","supervises","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0766","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","reviews","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0767","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","oversees","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0768","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0769","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","mandates","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0770","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0771","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0772","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0773","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0774","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","reviews","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0775","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","oversees","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0776","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0777","Costa Rica","CRC-ACT-006","Partidos Políticos","political_actor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0778","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-TRANSPARENCY","transparency_and_accountability","transparency","coordinates_with","transparency_and_reporting","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
